papel,segmento,cotação,ffo,dy,p/vp,valor_mercado,liquidez,num_imoveis,preço_m2,aluguel_m2,cap_rate,tx_vacancia
KNCR11,Títulos e Val. Mob.,101.99,0.0662,0.10460000000000001,1.01,4473410000.0,9212230.0,0.0,0.0,0.0,0.0,0.0
KNHY11,Títulos e Val. Mob.,96.6,0.069,0.1586,1.0,1786220000.0,2612020.0,0.0,0.0,0.0,0.0,0.0
KNIP11,Títulos e Val. Mob.,91.84,0.0621,0.1707,0.97,7372880000.0,11186600.0,0.0,0.0,0.0,0.0,0.0
KNRE11,Residencial,0.93,0.046,0.49090000000000006,0.81,17248900.0,5676.0,1.0,0.0,0.0,0.0,0.0
KNRI11,Híbrido,152.4,0.065,0.0649,0.95,3681550000.0,3694570.0,20.0,4579.83,304.43,0.0665,0.0014000000000000002
KNSC11,Títulos e Val. Mob.,85.6,0.0558,0.1744,0.97,1136410000.0,4300430.0,0.0,0.0,0.0,0.0,0.0
LASC11,Shoppings,91.99,0.0683,0.0787,0.82,231649000.0,73072.0,2.0,3391.64,168.1,0.0496,0.0268
LATR11B,Residencial,15.95,-0.1206,0.7994,1.45,1979460.0,8.0,0.0,0.0,0.0,0.0,0.0
LFTT11,Residencial,92.88,0.0013,0.1023,1.76,678446000.0,70503.0,426.0,14909.7,2.05,0.0001,0.0
LGCP11,Logística,86.22,0.1232,0.0819,0.84,235627000.0,532272.0,5.0,2898.99,369.03,0.1273,0.0
LOFT11B,Residencial,29.9,-0.11800000000000001,0.0,0.85,58678800.0,0.0,47.0,8110.36,19.38,0.0024,0.0
LSAG11,Títulos e Val. Mob.,105.0,0.0282,0.058899999999999994,1.04,59171400.0,123061.0,0.0,0.0,0.0,0.0,0.0
LSPA11,Outros,107.3,0.1192,0.0215,1.0,43402800.0,0.0,0.0,0.0,0.0,0.0,0.0
LUGG11,Residencial,78.55,0.12890000000000001,0.0827,0.61,70695000.0,51728.0,4.0,3193.34,536.94,0.1681,0.0054
LVBI11,Logística,113.0,0.075,0.0754,0.98,1330590000.0,1913660.0,9.0,3350.7,271.01,0.0809,0.0052
MALL11,Shoppings,108.3,0.12689999999999999,0.0765,1.01,818786000.0,1459820.0,8.0,4175.03,451.01,0.10800000000000001,0.04190000000000001
MANA11,Títulos e Val. Mob.,10.3,0.0039000000000000003,0.0115,1.06,121231000.0,126606.0,0.0,0.0,0.0,0.0,0.0
MATV11,Títulos e Val. Mob.,95.99,0.0655,0.1234,1.02,40888700.0,6063.0,0.0,0.0,0.0,0.0,0.0
MAXR11,Híbrido,85.03,0.08650000000000001,0.09050000000000001,0.71,95714400.0,135935.0,10.0,1295.5,129.57,0.1,0.0
MBRF11,Outros,678.0,0.16329999999999997,0.1648,0.61,68928200.0,111195.0,2.0,3816.56,686.86,0.18,0.0
MCCI11,Títulos e Val. Mob.,98.11,0.1184,0.124,1.04,1431830000.0,3351150.0,0.0,0.0,0.0,0.0,0.0
MCHF11,Títulos e Val. Mob.,9.87,0.0825,0.1331,1.03,318876000.0,1201870.0,0.0,0.0,0.0,0.0,0.0
MCHY11,Títulos e Val. Mob.,108.87,0.1477,0.1322,1.06,390818000.0,1212940.0,0.0,0.0,0.0,0.0,0.0
MFAI11,Híbrido,66.34,0.0971,0.129,0.9,20516800.0,36621.0,0.0,0.0,0.0,0.0,0.0
MFII11,Híbrido,96.0,0.121,0.1436,0.96,398102000.0,350956.0,4.0,110.99,0.0,0.0,0.0
MGCR11,Títulos e Val. Mob.,91.07,0.1075,0.1328,1.01,129529000.0,237816.0,0.0,0.0,0.0,0.0,0.0
MGFF11,Títulos e Val. Mob.,66.62,0.0824,0.0983,0.91,602952000.0,1116410.0,0.0,0.0,0.0,0.0,0.0
MGHT11,Híbrido,72.96,0.09050000000000001,0.1245,0.85,95853700.0,106140.0,1.0,8629.36,801.31,0.0929,0.0
MGIM11,Híbrido,101.5,-0.023799999999999998,0.11939999999999999,1.03,25101000.0,0.0,0.0,0.0,0.0,0.0,0.0
MGLG11,Logística,44.6,0.0883,0.1284,1.14,84212600.0,132985.0,2.0,0.0,202.87,0.0,0.0
MORC11,Títulos e Val. Mob.,95.5,0.0821,0.1266,0.97,123380000.0,297186.0,0.0,0.0,0.0,0.0,0.0
MORE11,Títulos e Val. Mob.,76.76,0.09630000000000001,0.1084,0.91,178015000.0,595127.0,0.0,0.0,0.0,0.0,0.0
MXRF11,Híbrido,10.17,0.09119999999999999,0.11380000000000001,1.01,2298820000.0,6790020.0,3.0,9103.61,0.0,0.0,0.0
NAVT11,Títulos e Val. Mob.,79.0,0.09789999999999999,0.10980000000000001,0.89,83306100.0,136270.0,0.0,0.0,0.0,0.0,0.0
NCHB11,Títulos e Val. Mob.,92.62,0.1355,0.0907,1.0,148363000.0,564130.0,0.0,0.0,0.0,0.0,0.0
NCRA11,Títulos e Val. Mob.,95.12,0.0326,0.0649,1.01,38213800.0,160344.0,0.0,0.0,0.0,0.0,0.0
NEWL11,Híbrido,101.98,0.2009,0.1072,0.79,207335000.0,220470.0,3.0,2647.01,420.1,0.15869999999999998,0.0
NEWU11,Híbrido,33.33,-0.061799999999999994,0.0,0.52,24730900.0,11811.0,3.0,1836.68,219.58,0.11960000000000001,0.632
NPAR11,Outros,12.82,2.1332,0.0,0.7,1533140.0,0.0,0.0,0.0,0.0,0.0,0.0
NSLU11,Hospital,174.67,0.056799999999999996,0.07150000000000001,0.9,225898000.0,294430.0,1.0,9419.5,1054.42,0.1119,0.0
NVHO11,Hospital,10.21,0.1379,0.0852,0.8,423659000.0,3916.0,4.0,13833.8,1964.29,0.142,0.0
OIAG11,Híbrido,9.78,0.0125,0.0346,1.0,40742400.0,37575.0,0.0,0.0,0.0,0.0,0.0
ONEF11,Lajes Corporativas,171.28,0.0583,0.06,0.98,156036000.0,357753.0,1.0,25516.5,1665.14,0.0653,0.0
ORPD11,Títulos e Val. Mob.,93.0,-0.0,0.0,0.62,26970000.0,0.0,0.0,0.0,0.0,0.0,0.0
OUCY11,Híbrido,88.5,0.1501,0.0,0.96,95322200.0,0.0,6.0,2460.76,273.64,0.1112,0.0
OUFF11,Títulos e Val. Mob.,66.96,0.1459,0.1226,0.87,121488000.0,281503.0,0.0,0.0,0.0,0.0,0.0
OUJP11,Híbrido,96.11,0.1409,0.14550000000000002,0.95,312587000.0,703896.0,0.0,0.0,0.0,0.0,0.0
OULG11,Logística,46.89,0.1133,0.0673,0.64,116347000.0,111054.0,2.0,1217.4,190.45,0.1564,0.0
OURE11,Híbrido,83.1,0.1598,0.1432,0.9,89505900.0,144084.0,6.0,2310.61,273.64,0.1184,0.0
PATC11,Lajes Corporativas,71.75,0.0508,0.058499999999999996,0.83,249506000.0,271407.0,7.0,15536.0,1014.35,0.0653,0.2188
PATL11,Logística,80.57,0.08349999999999999,0.09230000000000001,0.82,402168000.0,1122490.0,4.0,2582.19,249.78,0.0967,0.0
PDDA11B,Logística,106.5,0.0499,0.0,1.46,264257000.0,0.0,2.0,2765.04,190.45,0.0689,0.0
PEMA11,Títulos e Val. Mob.,63.0,0.18969999999999998,0.2602,0.81,34776000.0,6545.0,0.0,0.0,0.0,0.0,0.0
PLCA11,Títulos e Val. Mob.,99.98,0.0,0.0089,1.04,55690800.0,20384.0,0.0,0.0,0.0,0.0,0.0
PLCR11,Híbrido,85.81,0.1868,0.1478,0.93,180988000.0,383880.0,0.0,0.0,0.0,0.0,0.0
PLOG11,Logística,78.0,0.1745,0.1143,0.78,58500000.0,161745.0,1.0,793.99,158.44,0.1996,0.0
PLRI11,Títulos e Val. Mob.,27.0,-0.0319,0.5125,0.77,25766200.0,5605.0,0.0,0.0,0.0,0.0,0.0
PORD11,Títulos e Val. Mob.,96.5,0.1358,0.15130000000000002,0.98,359788000.0,890600.0,0.0,0.0,0.0,0.0,0.0
PQAG11,Logística,55.99,0.08380000000000001,0.08439999999999999,0.98,783406000.0,5588.0,1.0,12433.1,1041.64,0.08380000000000001,0.0
PQDP11,Shoppings,2280.98,0.0766,0.0766,0.69,560010000.0,177621.0,1.0,78650.9,8092.74,0.10289999999999999,0.0
PRSN11B,Residencial,0.88,-0.0897,0.0821,0.73,11374000.0,468.0,2.0,19011.9,0.0,0.0,0.0
PRSV11,Lajes Corporativas,113.5,0.0644,0.0,0.47,22132500.0,5229.0,1.0,1979.06,356.21,0.18,0.409
PURB11,Híbrido,95.1,0.0808,0.025099999999999997,0.92,98603700.0,16072.0,2.0,19798.9,1831.23,0.0925,0.0
PVBI11,Lajes Corporativas,97.79,0.068,0.0626,0.99,981762000.0,3365350.0,4.0,11007.7,756.5,0.0687,0.0
QAGR11,Outros,46.97,0.0993,0.09880000000000001,0.84,236729000.0,325789.0,12.0,2789.55,312.54,0.11199999999999999,0.0
QAMI11,Híbrido,86.53,0.2664,0.174,0.94,69345000.0,57013.0,0.0,0.0,0.0,0.0,0.0
QIFF11,Títulos e Val. Mob.,97.49,0.07629999999999999,0.0,1.15,14623500.0,0.0,0.0,0.0,0.0,0.0,0.0
QIRI11,Títulos e Val. Mob.,79.0,0.0942,0.0971,0.93,11850000.0,2064.0,0.0,0.0,0.0,0.0,0.0
QMFF11,Títulos e Val. Mob.,98.52,0.0755,0.0,1.16,14778000.0,0.0,0.0,0.0,0.0,0.0,0.0
RBBV11,Títulos e Val. Mob.,100.0,0.06509999999999999,0.0,0.99,125416000.0,0.0,0.0,0.0,0.0,0.0,0.0
RBCO11,Lajes Corporativas,41.9,0.1294,0.10300000000000001,0.49,158340000.0,208356.0,4.0,3597.51,614.84,0.1709,0.0
RBDS11,Residencial,3.72,-0.8575,0.0,0.17,470666.0,614.0,0.0,0.0,0.0,0.0,0.0
RBED11,Outros,134.9,0.10220000000000001,0.099,0.96,272717000.0,176089.0,7.0,3130.5,331.87,0.106,0.0
RBFF11,Títulos e Val. Mob.,57.57,0.1011,0.09960000000000001,0.91,215842000.0,1388660.0,0.0,0.0,0.0,0.0,0.0
RBGS11,Shoppings,28.45,0.033,0.021,0.31,30669100.0,0.0,1.0,1051.57,52.68,0.0501,0.11939999999999999
RBHG11,Títulos e Val. Mob.,87.6,0.10869999999999999,0.1589,0.92,151336000.0,346003.0,0.0,0.0,0.0,0.0,0.0
RBHY11,Títulos e Val. Mob.,95.9,0.1007,0.1745,0.99,181587000.0,175492.0,0.0,0.0,0.0,0.0,0.0
RBIR11,Residencial,69.34,-0.023,0.0034000000000000002,0.72,105994000.0,64121.0,0.0,0.0,0.0,0.0,0.0
RBIV11,Títulos e Val. Mob.,83.7,0.11380000000000001,0.0,0.88,144599000.0,0.0,0.0,0.0,0.0,0.0,0.0
RBLG11,Logística,93.5,0.11320000000000001,0.10210000000000001,0.91,59858600.0,771.0,1.0,324.3,25.4,0.0783,0.0
RBRD11,Híbrido,39.38,0.07629999999999999,0.1016,0.57,72923300.0,54641.0,4.0,2595.36,262.48,0.1011,0.2796
RBRF11,Títulos e Val. Mob.,75.4,0.08869999999999999,0.0962,0.91,1031530000.0,2439770.0,0.0,0.0,0.0,0.0,0.0
RBRI11,Híbrido,950.0,0.0795,0.0,0.76,110086000.0,179759.0,0.0,0.0,0.0,0.0,0.0
RBRL11,Logística,96.0,0.0667,0.0855,0.89,641955000.0,507367.0,6.0,1921.47,162.85,0.0848,0.0
RBRM11,Títulos e Val. Mob.,160000.0,0.5827,0.7229000000000001,3.4,86240000.0,0.0,0.0,0.0,0.0,0.0,0.0
RBRP11,Outros,61.19,0.0859,0.0886,0.74,745244000.0,1613770.0,10.0,10524.0,1025.09,0.0974,0.0
RBRR11,Títulos e Val. Mob.,96.59,0.10210000000000001,0.13,1.01,1298060000.0,4270350.0,0.0,0.0,0.0,0.0,0.0
RBRS11,Híbrido,67.0,0.0676,0.0782,0.74,108504000.0,25326.0,3.0,10052.2,661.68,0.0658,0.0254
RBRX11,Títulos e Val. Mob.,97.1,0.0381,0.0,1.03,182615000.0,51179.0,0.0,0.0,0.0,0.0,0.0
RBRY11,Títulos e Val. Mob.,103.96,0.1084,0.13269999999999998,1.03,407497000.0,1249920.0,0.0,0.0,0.0,0.0,0.0
RBTS11,Outros,1000.0,-0.020499999999999997,0.0605,0.85,56525000.0,0.0,0.0,0.0,0.0,0.0,0.0
RBVA11,Outros,97.39,0.09539999999999998,0.1158,0.94,1128570000.0,711458.0,81.0,7812.14,1014.98,0.12990000000000002,0.0
RBVO11,,10.99,0.048499999999999995,0.1938,0.63,5668910.0,6760.0,0.0,0.0,0.0,0.0,0.0
RCFF11,Títulos e Val. Mob.,92.01,0.028399999999999998,0.0276,0.99,29737600.0,2776.0,0.0,0.0,0.0,0.0,0.0
RCRB11,Lajes Corporativas,138.78,0.0436,0.061500000000000006,0.71,512195000.0,760510.0,9.0,12533.3,821.09,0.0655,0.1469
RCRI11B,Híbrido,1200.0,0.043899999999999995,0.0,1.16,61214400.0,0.0,0.0,0.0,0.0,0.0,0.0
RDES11,Híbrido,58.0,-0.0355,0.0,0.9,43036000.0,0.0,3.0,3196.14,219.58,0.0687,0.632
RDPD11,Títulos e Val. Mob.,51.21,0.242,0.1635,0.92,55206500.0,25201.0,0.0,0.0,0.0,0.0,0.0
RECR11,Títulos e Val. Mob.,91.8,0.1421,0.1568,0.96,2427340000.0,5085390.0,0.0,0.0,0.0,0.0,0.0
RECT11,Híbrido,61.98,0.08689999999999999,0.09910000000000001,0.66,529526000.0,682858.0,9.0,6778.61,605.66,0.08929999999999999,0.1105
RECX11,Títulos e Val. Mob.,78.47,0.12050000000000001,0.1303,0.94,17131000.0,12273.0,0.0,0.0,0.0,0.0,0.0
REIT11,Títulos e Val. Mob.,479.86,-0.0052,0.6618,1.0,12616000.0,130.0,0.0,0.0,0.0,0.0,0.0
RELG11,Híbrido,87.95,0.1032,0.11109999999999999,0.74,117375000.0,223802.0,5.0,1666.47,160.43,0.09630000000000001,0.0268
RFOF11,Títulos e Val. Mob.,75.49,0.09519999999999999,0.10339999999999999,0.93,81390600.0,152623.0,0.0,0.0,0.0,0.0,0.0
RMAI11,Híbrido,42.6,-0.0274,0.08439999999999999,0.39,104106000.0,27140.0,2.0,2383.11,122.54,0.051399999999999994,0.3825
RNDP11,Títulos e Val. Mob.,304.98,-0.018000000000000002,0.2566,0.79,32779600.0,9589.0,0.0,0.0,0.0,0.0,0.0
RNGO11,Lajes Corporativas,53.15,0.0848,0.0842,0.61,142229000.0,121280.0,4.0,2591.71,272.05,0.105,0.1595
ROOF11,Outros,830.0,-0.0774,0.0584,0.97,64320800.0,8056.0,113.0,80.15,0.27,0.0033,0.0
RPRI11,Títulos e Val. Mob.,97.0,0.0151,0.0127,0.96,217450000.0,77102.0,0.0,0.0,0.0,0.0,0.0
RRCI11,Títulos e Val. Mob.,84.01,0.1243,0.1606,0.87,40472400.0,119732.0,0.0,0.0,0.0,0.0,0.0
RSPD11,Residencial,1125.0,0.0091,0.0213,1.0,167637000.0,0.0,0.0,0.0,0.0,0.0,0.0
RURA11,Títulos e Val. Mob.,10.5,0.031400000000000004,0.0443,1.05,629995000.0,575002.0,0.0,0.0,0.0,0.0,0.0
RVBI11,Títulos e Val. Mob.,81.2,0.1076,0.1108,0.94,116928000.0,279190.0,0.0,0.0,0.0,0.0,0.0
RZAG11,Títulos e Val. Mob.,10.37,0.09910000000000001,0.062,1.09,314668000.0,1170170.0,0.0,0.0,0.0,0.0,0.0
RZAK11,Títulos e Val. Mob.,101.4,0.0917,0.1487,1.07,345079000.0,1459450.0,0.0,0.0,0.0,0.0,0.0
RZTR11,Híbrido,106.39,0.11359999999999999,0.1336,1.08,1175400000.0,2880000.0,15.0,2.22,0.32,0.1445,0.0
SADI11,Títulos e Val. Mob.,90.19,0.0949,0.1103,0.89,286823000.0,542852.0,0.0,0.0,0.0,0.0,0.0
SAIC11B,Lajes Corporativas,37.98,-0.0187,0.0,0.69,54301500.0,80.0,1.0,4705.38,0.0,0.0,1.0
SARE11,Híbrido,76.38,0.1012,0.0983,0.78,705318000.0,1266560.0,3.0,2779.55,223.45,0.08039999999999999,0.0
SCPF11,Shoppings,6.83,0.0404,0.035699999999999996,0.55,28686000.0,5486.0,1.0,5878.03,787.58,0.134,0.2707
SDIL11,Logística,97.3,0.0901,0.0925,0.98,622238000.0,996875.0,5.0,1720.65,205.2,0.1193,0.0196
SDIP11,Lajes Corporativas,88.0,0.0664,0.0,0.98,371533000.0,0.0,5.0,11522.8,814.37,0.0707,0.08349999999999999
SEED11,Híbrido,100.0,0.0716,0.059800000000000006,0.97,164000000.0,69718.0,0.0,0.0,0.0,0.0,0.0
SEQR11,Outros,66.3,0.11,0.1149,0.69,106647000.0,243262.0,4.0,2439.3,336.73,0.138,0.0
SHDP11B,Shoppings,1210.05,0.0639,0.0653,0.88,1776100000.0,0.0,1.0,13347.6,1076.09,0.0806,0.0
SHPH11,Shoppings,799.96,0.0535,0.0557,0.9,487136000.0,151549.0,1.0,14179.7,940.47,0.0663,0.1047
SNCI11,Títulos e Val. Mob.,100.96,0.050300000000000004,0.1341,1.03,373279000.0,1792540.0,0.0,0.0,0.0,0.0,0.0
SNCR11,Híbrido,97.8,0.1204,0.0,0.95,176767000.0,0.0,0.0,0.0,0.0,0.0,0.0
SNFF11,Títulos e Val. Mob.,88.2,0.0728,0.09630000000000001,0.98,220500000.0,520709.0,0.0,0.0,0.0,0.0,0.0
SOLR11,Híbrido,1128.06,0.11199999999999999,0.0857,1.12,70935800.0,48.0,1.0,8757.13,1141.51,0.1304,0.0
SPTW11,Lajes Corporativas,42.76,0.18960000000000002,0.16010000000000002,0.81,76882500.0,170135.0,1.0,5385.17,1148.86,0.2133,0.0
SRVD11,Títulos e Val. Mob.,7.16,0.0786,0.0408,9.61,689408000.0,130.0,0.0,0.0,0.0,0.0,0.0
STRX11,Híbrido,15816.0,0.0008,0.0006,112.44,25520000000.0,0.0,2.0,383153.0,322.7,0.0008,0.0789
TBOF11,Lajes Corporativas,101.5,-0.0011,0.0102,486.34,1020080000.0,0.0,1.0,0.0,0.0,0.0,0.1537
TEPP11,Lajes Corporativas,83.49,0.07,0.0696,0.93,352492000.0,759321.0,5.0,10932.3,814.37,0.0745,0.08349999999999999
TGAR11,Híbrido,127.3,0.051699999999999996,0.13449999999999998,1.04,1439710000.0,3623020.0,5.0,79.76,1.09,0.0137,0.0
THRA11,Lajes Corporativas,138.5,0.0296,0.0,14.52,203973000.0,0.0,0.0,0.0,0.0,0.0,0.0
TORD11,Híbrido,8.05,0.061,0.1459,0.57,282163000.0,799089.0,0.0,0.0,0.0,0.0,0.0
TOUR11,Residencial,8.8,0.0,10.425999999999998,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
TRNT11,Lajes Corporativas,112.34,0.0436,0.0414,0.55,442121000.0,10323.0,1.0,7004.76,556.89,0.0795,0.5036999999999999
TRXB11,Híbrido,118.0,0.0766,0.09449999999999999,1.02,322200000.0,1684400.0,12.0,3390.23,430.36,0.12689999999999999,0.0
TRXF11,Híbrido,112.0,0.0785,0.08839999999999999,1.08,811418000.0,2938560.0,27.0,2721.97,265.18,0.0974,0.0
TRXL11,Híbrido,103.38,0.0381,0.0,1.06,1729440000.0,0.0,9.0,4622.53,214.79,0.04650000000000001,0.0625
TSER11,Lajes Corporativas,103.0,0.106,0.10339999999999999,1.11,124115000.0,321633.0,1.0,2779.37,164.56,0.0592,0.0
UBSR11,Títulos e Val. Mob.,102.5,0.1272,0.0,1.07,2710270000.0,0.0,0.0,0.0,0.0,0.0,0.0
URPR11,Outros,102.98,0.0432,0.19269999999999998,1.03,1015200000.0,4726700.0,0.0,0.0,0.0,0.0,0.0
VCJR11,Títulos e Val. Mob.,92.77,0.0977,0.1605,0.99,1365940000.0,1700110.0,0.0,0.0,0.0,0.0,0.0
VCRA11,Títulos e Val. Mob.,111.7,0.0292,0.0245,1.1,219390000.0,178582.0,0.0,0.0,0.0,0.0,0.0
VCRI11,Títulos e Val. Mob.,8.98,0.0684,0.0625,0.92,159604000.0,482485.0,0.0,0.0,0.0,0.0,0.0
VCRR11,Residencial,82.41,0.10439999999999999,0.0967,0.69,164820000.0,93063.0,4.0,2621.78,216.23,0.0825,0.0
VERE11,Outros,257.0,0.1328,0.1456,0.77,141372000.0,0.0,4.0,904.84,160.63,0.1775,0.16519999999999999
VGHF11,Híbrido,9.87,0.0512,0.16829999999999998,1.07,719417000.0,3085150.0,0.0,0.0,0.0,0.0,0.0
VGIA11,Títulos e Val. Mob.,10.32,0.0426,0.0745,1.08,364373000.0,2363410.0,0.0,0.0,0.0,0.0,0.0
VGIP11,Títulos e Val. Mob.,91.57,0.0895,0.17350000000000002,1.0,1079360000.0,3288450.0,0.0,0.0,0.0,0.0,0.0
VGIR11,Títulos e Val. Mob.,10.05,0.6071,0.11960000000000001,0.1,76086200.0,3174260.0,0.0,0.0,0.0,0.0,0.0
VIFI11,Títulos e Val. Mob.,7.52,0.29719999999999996,0.0992,0.86,60830700.0,194622.0,0.0,0.0,0.0,0.0,0.0
VILG11,Logística,108.26,0.068,0.0758,0.95,1623620000.0,2260890.0,16.0,2762.05,228.62,0.0828,0.0
VINO11,Lajes Corporativas,49.99,0.08929999999999999,0.0981,0.93,828097000.0,1554170.0,10.0,13091.8,930.99,0.0711,0.0039000000000000003
VISC11,Shoppings,110.85,0.0707,0.0733,0.97,1961630000.0,2502350.0,19.0,3324.7,251.91,0.0758,0.07400000000000001
VIUR11,Outros,8.18,0.11560000000000001,0.1025,0.86,220420000.0,368104.0,6.0,3128.27,288.55,0.0922,0.0
VLOL11,Lajes Corporativas,105.75,0.0611,0.061200000000000004,1.02,188746000.0,348131.0,1.0,17992.2,1239.07,0.0689,0.0
VOTS11,Títulos e Val. Mob.,88.11,0.1691,0.134,0.93,72947400.0,5940.0,0.0,0.0,0.0,0.0,0.0
VRTA11,Títulos e Val. Mob.,93.15,0.1304,0.1508,0.99,1225160000.0,2420020.0,0.0,0.0,0.0,0.0,0.0
VSEC11,Títulos e Val. Mob.,50.0,0.0152,0.0906,0.51,3136750.0,873.0,0.0,0.0,0.0,0.0,0.0
VSHO11,Shoppings,79.59,0.09300000000000001,0.09849999999999999,0.81,167043000.0,55068.0,3.0,2195.78,362.35,0.165,0.0784
VSLH11,Outros,8.85,0.096,0.1629,0.85,264297000.0,858517.0,0.0,0.0,0.0,0.0,0.0
VTLT11,Logística,94.97,0.1027,0.10060000000000001,0.92,200862000.0,266631.0,1.0,784.92,91.33,0.1164,0.0
VVPR11,Híbrido,99.45,0.09179999999999999,0.09140000000000001,1.01,229309000.0,63762.0,6.0,5220.77,526.7,0.1009,0.0
VXXV11,Outros,910.0,-0.0027,0.0,1.12,240422000.0,506957.0,0.0,0.0,0.0,0.0,0.0
WHGR11,Outros,9.64,0.013600000000000001,0.0338,0.97,241863000.0,626702.0,0.0,0.0,0.0,0.0,0.0
WPLZ11,Shoppings,85.0,0.0393,0.045899999999999996,0.83,86763500.0,13287.0,1.0,2307.66,104.18,0.0451,0.1162
WTSP11B,Híbrido,38.0,0.1264,0.0584,0.46,37717500.0,141.0,1.0,2860.64,403.71,0.1411,0.0644
XPCA11,Títulos e Val. Mob.,10.69,0.050300000000000004,0.0645,1.13,189074000.0,986122.0,0.0,0.0,0.0,0.0,0.0
XPCI11,Títulos e Val. Mob.,92.77,0.062400000000000004,0.1348,0.96,807243000.0,2681780.0,0.0,0.0,0.0,0.0,0.0
XPCM11,Lajes Corporativas,14.21,0.1528,0.13720000000000002,0.27,34311000.0,87911.0,1.0,1507.61,0.0,0.0,1.0
XPHT11,Hotel,112.9,0.0038,0.018500000000000003,1.2,429544000.0,493434.0,11.0,21080.3,172.14,0.008199999999999999,0.5874
XPIN11,Outros,86.02,0.075,0.0858,0.79,615079000.0,550811.0,100.0,2257.75,182.21,0.08070000000000001,0.0
XPLG11,Logística,106.58,0.0699,0.07429999999999999,0.94,2888430000.0,4157800.0,16.0,2158.35,176.2,0.0816,0.0819
XPML11,Shoppings,106.1,0.07339999999999999,0.07200000000000001,1.07,1982120000.0,3667880.0,10.0,5779.71,392.74,0.068,0.04190000000000001
XPPR11,Outros,48.89,0.1193,0.1106,0.64,357688000.0,902979.0,6.0,7717.12,572.21,0.0741,0.34729999999999994
XPSF11,Títulos e Val. Mob.,7.71,0.0859,0.1067,0.91,333859000.0,684931.0,0.0,0.0,0.0,0.0,0.0
XTED11,Lajes Corporativas,6.98,-0.0395,0.0,0.51,13718700.0,13269.0,1.0,1836.89,0.0,0.0,0.0
YCHY11,Híbrido,1000.0,0.010700000000000001,0.0,9.98,3708170000.0,0.0,9.0,3806.19,21.81,0.005699999999999999,0.0
YUFI11,Residencial,100.0,0.059500000000000004,0.0174,0.95,39515000.0,33.0,31.0,7656.98,712.17,0.09300000000000001,0.0
ZIFI11,Híbrido,1359.0,-0.0138,0.006,1.13,33621700.0,537.0,0.0,0.0,0.0,0.0,0.0
